person,Person_ID,position,declaration_year,source_type,source_link,index,point_title,declarer/family,no_data,numeric_value,unit_of_measures,family_member,transport_mark,transport_model,transport_description,transport_year,purchase_cost,unit_of_measures_purchase,rent_cost,unit_of_measures_rent,foreign_income_country,foreign_income_currency,foreign_currency_number,additional,block,chapter_num,chapter_name
Тягнибок Андрій Ярославович,394,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15793/2013,33,Гаражі,сім'я,,18.6,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Тягнибок Андрій Ярославович,394,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15793/2013,34,Інше нерухоме майно,сім'я,,16.1,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,5,"Загальна сума сукупного доходу, гривні, у т. ч.:",декларант,,8917410,,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,5.1,"Загальна сума сукупного доходу, гривні, у т. ч.:",сім'я,,330600,,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,6,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)",декларант,,207129,,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,6.1,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)",сім'я,,330600,,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,9,"дивіденти, проценти",декларант,,1648288,,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,10,матеріальна допомога,декларант,,35826,,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,19,дохід від передачі в оренду (строкове володіння та/або користування) майна,декларант,,7026166,,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,23,Земельні ділянки,декларант,,6660,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,23,Земельні ділянки,декларант,,2971,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,23,Земельні ділянки,декларант,,71490,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,23,Земельні ділянки,декларант,,1020,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,23,Земельні ділянки,декларант,,1720,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,24,Житлові будинки,декларант,,631.8,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,25,Квартири,декларант,,32.1,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,25,Квартири,декларант,,190,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,25,Квартири,декларант,,188.3,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,26,Садовий (дачний) будинок,декларант,,232.3,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,27,Гаражі,декларант,,470.2,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,27,Гаражі,декларант,,154.8,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,28,Інше нерухоме майно,декларант,,864.4,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,28,Інше нерухоме майно,декларант,,6555.2,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,29,Земельні ділянки,сім'я,,3010,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,29,Земельні ділянки,сім'я,,4768,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,30,Житлові будинки,сім'я,,124,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,31,Квартири,сім'я,,96.3,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,31,Квартири,сім'я,,282,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,32,Садовий (дачний) будинок,сім'я,,232.3,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,45,"Сума коштів на рахунках у банках та інших фінансових установах, у т.ч.:",декларант,,10225660,,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,46,вкладених у звітному році,декларант,,3256264,,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,47,"Номінальна вартість цінних паперів, у т.ч.:",декларант,,4050010,,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,56,Утримання зазначеного у розділах III-V майна,декларант,,126876,,,,,,,,,,,,,,,Фінансові зобов’язання декларанта,6,Відомості про фінансові забов'язання
Макеєнко Володимир Володимирович,234,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/2186/2013,62,Утримання зазначеного у розділах III-V майна,сім'я,,30061,,,,,,,,,,,,,,,Фінансові зобов’язання сім’ї,6,Відомості про фінансові забов'язання
Пазиняк Василь Степанович,299,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15791/2013,5,"Загальна сума сукупного доходу, гривні, у т. ч.:",декларант,,236406.99,,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Пазиняк Василь Степанович,299,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15791/2013,6,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)",декларант,,236406.99,,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Пазиняк Василь Степанович,299,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15791/2013,10,матеріальна допомога,декларант,,35094,,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Пазиняк Василь Степанович,299,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15791/2013,23,Земельні ділянки,декларант,,30000,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Пазиняк Василь Степанович,299,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15791/2013,24,Житлові будинки,декларант,,105.5,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Пазиняк Василь Степанович,299,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15791/2013,45,"Сума коштів на рахунках у банках та інших фінансових установах, у т.ч.:",декларант,,175000,,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,5,"Загальна сума сукупного доходу, гривні, у т. ч.:",декларант,,1095204,,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,5.1,"Загальна сума сукупного доходу, гривні, у т. ч.:",сім'я,,3342788,,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,6,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)",декларант,,206860,,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,6.1,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)",сім'я,,1205255,,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,9,"дивіденти, проценти",декларант,,28996,,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,9.1,"дивіденти, проценти",сім'я,,42541,,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,14,спадщина,декларант,,168465,,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,16.1,дохід від відчуження рухомого та нерухомого майна,сім'я,,99027,,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,17.1,дохід від провадження підприємницької та незалежної професійної діяльності,сім'я,,948700,,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,18,дохід від відчуження цінних паперів та корпоративних прав,декларант,,226375,,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,18.1,дохід від відчуження цінних паперів та корпоративних прав,сім'я,,51190,,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,19,дохід від передачі в оренду (строкове володіння та/або користування) майна,декларант,,464508,,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,19.1,дохід від передачі в оренду (строкове володіння та/або користування) майна,сім'я,,996065,,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,22,Одержані (нараховані) з джерел за межами України,сім'я,,217373,,,,,,,,,,,Латвійська республіка,назву валюти не зазначено,14406,,Доходи сім'ї,2,Відомості про доходи
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,23,Земельні ділянки,декларант,,154011.3,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,23,Земельні ділянки,декларант,,9187,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,23,Земельні ділянки,декларант,,32289,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,23,Земельні ділянки,декларант,,8742,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,23,Земельні ділянки,декларант,,78595,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,23,Земельні ділянки,декларант,,611,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,23,Земельні ділянки,декларант,,686,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,23,Земельні ділянки,декларант,,451,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,23,Земельні ділянки,декларант,,2600,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,24,Житлові будинки,декларант,,438.3,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,24,Житлові будинки,декларант,,190.3,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,24,Житлові будинки,декларант,,51.6,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,24,Житлові будинки,декларант,,26.55,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,24,Житлові будинки,декларант,,30.25,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,24,Житлові будинки,декларант,,32.45,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,24,Житлові будинки,декларант,,15.25,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,24,Житлові будинки,декларант,,23.8,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,25,Квартири,декларант,,226,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,25,Квартири,декларант,,25.7,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,25,Квартири,декларант,,34.06,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,26,Садовий (дачний) будинок,декларант,,163.6,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,27,Гаражі,декларант,,30.2,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,28,Інше нерухоме майно,декларант,,952.9,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,28,Інше нерухоме майно,декларант,,316.9,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,28,Інше нерухоме майно,декларант,,209.9,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,28,Інше нерухоме майно,декларант,,44.8,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,28,Інше нерухоме майно,декларант,,175.6,,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,29,Земельні ділянки,сім'я,,25974,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,29,Земельні ділянки,сім'я,,1424,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,29,Земельні ділянки,сім'я,,65175.5,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,29,Земельні ділянки,сім'я,,328,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,29,Земельні ділянки,сім'я,,110,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,29,Земельні ділянки,сім'я,,759,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,29,Земельні ділянки,сім'я,,3154,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,30,Житлові будинки,сім'я,,348.8,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,31,Квартири,сім'я,,59.9,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,31,Квартири,сім'я,,38.7,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,31,Квартири,сім'я,,38.3,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,31,Квартири,сім'я,,47.9,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,31,Квартири,сім'я,,24.6,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,31,Квартири,сім'я,,24.2,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,31,Квартири,сім'я,,72.7,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,31,Квартири,сім'я,,80.6,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,31,Квартири,сім'я,,138,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,31,Квартири,сім'я,,47.1,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,31,Квартири,сім'я,,34.7,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,31,Квартири,сім'я,,201.6,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,31,Квартири,сім'я,,221.7,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,31,Квартири,сім'я,,73.5,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,31,Квартири,сім'я,,120.4,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,33,Гаражі,сім'я,,64.3,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,33,Гаражі,сім'я,,87.4,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,34,Інше нерухоме майно,сім'я,,1339.1,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Дубневич Ярослав Васильович,120,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15790/2013,34,Інше нерухоме майно,сім'я,,435.8,,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
