person,Person_ID,position,declaration_year,source_type,source_link,index,point_title,declarer/family,no_data,numeric_value,unit_of_measures,family_member,transport_mark,transport_model,transport_description,transport_year,purchase_cost,unit_of_measures_purchase,rent_cost,unit_of_measures_rent,foreign_income_country,foreign_income_currency,foreign_currency_number,additional,block,chapter_num,chapter_name
Близнюк Анатолій Михайлович,33,,2013,скан-копія,http://chesno.org/media/declaration/Blyzniuk_AM_decl_2013.pdf,35,Автомобілі легкові,декларант,,,,,Москвич,407,1360 куб. см,1961,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Близнюк Анатолій Михайлович,33,,2013,скан-копія,http://chesno.org/media/declaration/Blyzniuk_AM_decl_2013.pdf,35,Автомобілі легкові,декларант,,,,,Volkswagen,Tiguan,1968 куб. см,2011,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Близнюк Анатолій Михайлович,33,,2013,скан-копія,http://chesno.org/media/declaration/Blyzniuk_AM_decl_2013.pdf,40,Автомобілі легкові,сім'я,,,,,Volvo,S80,2922 куб. см,2006,,,,,,,,,Транспортні засоби сім’ї,4,Відомості про транспортні засоби
Близнюк Анатолій Михайлович,33,,2013,скан-копія,http://chesno.org/media/declaration/Blyzniuk_AM_decl_2013.pdf,40,Автомобілі легкові,сім'я,,,,,Lexus,RX 450H,3456 куб. см,2010,,,,,,,,,Транспортні засоби сім’ї,4,Відомості про транспортні засоби
Близнюк Анатолій Михайлович,33,,2013,скан-копія,http://chesno.org/media/declaration/Blyzniuk_AM_decl_2013.pdf,45,Сума коштів на рахунках у банках та інших фінансових установах,декларант,,1984206,грн,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Близнюк Анатолій Михайлович,33,,2013,скан-копія,http://chesno.org/media/declaration/Blyzniuk_AM_decl_2013.pdf,46,вкладених у звітному році,декларант,,157259,грн,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Близнюк Анатолій Михайлович,33,,2013,скан-копія,http://chesno.org/media/declaration/Blyzniuk_AM_decl_2013.pdf,51,Сума коштів на рахунках у банках та інших фінансових установах,сім'я,,9051528,грн,,,,,,,,,,,,,,Фінансові активи сім’ї,5,"Відомості про вклади в банках, цінні папери та інші активи"
Близнюк Анатолій Михайлович,33,,2013,скан-копія,http://chesno.org/media/declaration/Blyzniuk_AM_decl_2013.pdf,60,Добровільне страхування,сім'я,,2500,грн,,,,,,,,,,,,,,Фінансові зобов’язання сім’ї,6,Відомості про фінансові забов'язання
Бойко Володимир Богданович,38,,2013,скан-копія,http://chesno.org/media/declaration/Boiko_VB_2013.pdf,4,Член сім'ї декларанта,декларант,,,,батько,,,,,,,,,,,,ПІБ приховано,Члени сім’ї,1,Загальні відомості
Бойко Володимир Богданович,38,,2013,скан-копія,http://chesno.org/media/declaration/Boiko_VB_2013.pdf,4,Член сім'ї декларанта,декларант,,,,мати,,,,,,,,,,,,ПІБ приховано,Члени сім’ї,1,Загальні відомості
Бойко Володимир Богданович,38,,2013,скан-копія,http://chesno.org/media/declaration/Boiko_VB_2013.pdf,4,Член сім'ї декларанта,декларант,,,,дружина,,,,,,,,,,,,ПІБ приховано,Члени сім’ї,1,Загальні відомості
Бойко Володимир Богданович,38,,2013,скан-копія,http://chesno.org/media/declaration/Boiko_VB_2013.pdf,4,Член сім'ї декларанта,декларант,,,,син,,,,,,,,,,,,ПІБ приховано,Члени сім’ї,1,Загальні відомості
Бойко Володимир Богданович,38,,2013,скан-копія,http://chesno.org/media/declaration/Boiko_VB_2013.pdf,4,Член сім'ї декларанта,декларант,,,,донька,,,,,,,,,,,,ПІБ приховано,Члени сім’ї,1,Загальні відомості
Бойко Володимир Богданович,38,,2013,скан-копія,http://chesno.org/media/declaration/Boiko_VB_2013.pdf,5,Загальна сумма сукупного доходу,декларант,,243531,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Бойко Володимир Богданович,38,,2013,скан-копія,http://chesno.org/media/declaration/Boiko_VB_2013.pdf,5.1,Загальна сумма сукупного доходу,сім'я,,82414,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Бойко Володимир Богданович,38,,2013,скан-копія,http://chesno.org/media/declaration/Boiko_VB_2013.pdf,6,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",декларант,,208437,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Бойко Володимир Богданович,38,,2013,скан-копія,http://chesno.org/media/declaration/Boiko_VB_2013.pdf,6.1,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",сім'я,,82366,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Бойко Володимир Богданович,38,,2013,скан-копія,http://chesno.org/media/declaration/Boiko_VB_2013.pdf,10,матеріальна допомога,декларант,,35094,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Бойко Володимир Богданович,38,,2013,скан-копія,http://chesno.org/media/declaration/Boiko_VB_2013.pdf,11.1,"дарунки, призи, виграші",сім'я,,48,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Бойко Володимир Богданович,38,,2013,скан-копія,http://chesno.org/media/declaration/Boiko_VB_2013.pdf,25,Квартири,декларант,,89.1,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Бойко Володимир Богданович,38,,2013,скан-копія,http://chesno.org/media/declaration/Boiko_VB_2013.pdf,29,Земельні ділянки,сім'я,,612,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Бойко Володимир Богданович,38,,2013,скан-копія,http://chesno.org/media/declaration/Boiko_VB_2013.pdf,31,Квартири,сім'я,,89.1,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Бойко Володимир Богданович,38,,2013,скан-копія,http://chesno.org/media/declaration/Boiko_VB_2013.pdf,56,Утримання зазначеного у розділах ІІІ–V майна,декларант,,864,грн,,,,,,,,,,,,,,Фінансові зобов’язання декларанта,6,Відомості про фінансові забов'язання
Бойко Володимир Богданович,38,,2013,скан-копія,http://chesno.org/media/declaration/Boiko_VB_2013.pdf,57,Погашення основної суми позики (кредиту),декларант,,2554,грн,,,,,,,,,,,,,,Фінансові зобов’язання декларанта,6,Відомості про фінансові забов'язання
Бойко Володимир Богданович,38,,2013,скан-копія,http://chesno.org/media/declaration/Boiko_VB_2013.pdf,62,Утримання зазначеного у розділах ІІІ–V майна,сім'я,,4740,грн,,,,,,,,,,,,,,Фінансові зобов’язання сім’ї,6,Відомості про фінансові забов'язання
Бойко Володимир Богданович,38,,2013,скан-копія,http://chesno.org/media/declaration/Boiko_VB_2013.pdf,63,Погашення основної суми позики (кредиту),сім'я,,11300,грн,,,,,,,,,,,,,,Фінансові зобов’язання сім’ї,6,Відомості про фінансові забов'язання
Бублик Юрій Васильович,50,,2013,скан-копія,http://chesno.org/media/declaration/Bublik_IV_2013.pdf,4,Член сім'ї декларанта,декларант,,,,дружина,,,,,,,,,,,,ПІБ приховано,Члени сім’ї,1,Загальні відомості
Бублик Юрій Васильович,50,,2013,скан-копія,http://chesno.org/media/declaration/Bublik_IV_2013.pdf,4,Член сім'ї декларанта,декларант,,,,донька,,,,,,,,,,,,ПІБ приховано,Члени сім’ї,1,Загальні відомості
Бублик Юрій Васильович,50,,2013,скан-копія,http://chesno.org/media/declaration/Bublik_IV_2013.pdf,4,Член сім'ї декларанта,декларант,,,,донька,,,,,,,,,,,,ПІБ приховано,Члени сім’ї,1,Загальні відомості
Бублик Юрій Васильович,50,,2013,скан-копія,http://chesno.org/media/declaration/Bublik_IV_2013.pdf,4,Член сім'ї декларанта,декларант,,,,донька,,,,,,,,,,,,ПІБ приховано,Члени сім’ї,1,Загальні відомості
Бублик Юрій Васильович,50,,2013,скан-копія,http://chesno.org/media/declaration/Bublik_IV_2013.pdf,5,Загальна сумма сукупного доходу,декларант,,235792,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Бублик Юрій Васильович,50,,2013,скан-копія,http://chesno.org/media/declaration/Bublik_IV_2013.pdf,5.1,Загальна сумма сукупного доходу,сім'я,,18808,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Бублик Юрій Васильович,50,,2013,скан-копія,http://chesno.org/media/declaration/Bublik_IV_2013.pdf,6,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",декларант,,235792,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Бублик Юрій Васильович,50,,2013,скан-копія,http://chesno.org/media/declaration/Bublik_IV_2013.pdf,6.1,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",сім'я,,6167,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Бублик Юрій Васильович,50,,2013,скан-копія,http://chesno.org/media/declaration/Bublik_IV_2013.pdf,12.1,допомога по безробіттю,сім'я,,12641,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Бублик Юрій Васильович,50,,2013,скан-копія,http://chesno.org/media/declaration/Bublik_IV_2013.pdf,23,Земельні ділянки,декларант,,520,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Бублик Юрій Васильович,50,,2013,скан-копія,http://chesno.org/media/declaration/Bublik_IV_2013.pdf,29,Земельні ділянки,сім'я,,150,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Бублик Юрій Васильович,50,,2013,скан-копія,http://chesno.org/media/declaration/Bublik_IV_2013.pdf,52,Номінальна вартість цінних паперів,сім'я,,62491,грн,,,,,,,,,,,,,,Фінансові активи сім’ї,5,"Відомості про вклади в банках, цінні папери та інші активи"
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,4,Член сім'ї декларанта,декларант,,,,"дружина, Васюник О.Я.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,4,Член сім'ї декларанта,декларант,,,,"донька, Васюник О.І.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,4,Член сім'ї декларанта,декларант,,,,"син, Васюник Т.І.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,5,Загальна сумма сукупного доходу,декларант,,363162,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,5.1,Загальна сумма сукупного доходу,сім'я,,405003,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,6,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",декларант,,200461,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,9,"дивіденди, проценти",декларант,,93529,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,9.1,"дивіденди, проценти",сім'я,,81472,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,10,матеріальна допомога,декларант,,35094,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,15,"страхові виплати, страхові відшкодування, викупні суми та пенсійні виплати, що сплачені декларанту за договором страхування, недержавного пенсійного забезпечення та пенсійного вкладу",декларант,,34078,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,15.1,"страхові виплати, страхові відшкодування, викупні суми та пенсійні виплати, що сплачені декларанту за договором страхування, недержавного пенсійного забезпечення та пенсійного вкладу",сім'я,,4097,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,17.1,дохід від провадження підприємницької та незалежної професійної діяльності,сім'я,,94818,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,19.1,дохід від передачі в оренду (строкове володіння та/або користування) майна,сім'я,,219936,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,20.1,інши види доходів,сім'я,,4680,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,23,Земельні ділянки,декларант,,2700,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,25,Квартири,декларант,,67.3,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,25,Квартири,декларант,,208.5,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,25,Квартири,декларант,,124.8,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,27,Гаражі,декларант,,20.8,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,27,Гаражі,декларант,,14,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,29,Земельні ділянки,сім'я,,600,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,29,Земельні ділянки,сім'я,,402,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,29,Земельні ділянки,сім'я,,382,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,29,Земельні ділянки,сім'я,,900,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,29,Земельні ділянки,сім'я,,600,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,29,Земельні ділянки,сім'я,,15647,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,30,Житлові будинки,сім'я,,529.4,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,31,Квартири,сім'я,,132.2,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,33,Гаражі,сім'я,,19.9,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,33,Гаражі,сім'я,,14.3,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,34,Інше нерухоме майно,сім'я,,38,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,34,Інше нерухоме майно,сім'я,,259.3,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,35,Автомобілі легкові,декларант,,,,,Land Rover,Range Rover 3.0,"3628 куб. см, 203 кВт",2008,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,40,Автомобілі легкові,сім'я,,,,,Land Rover,Freelander,"2179 куб. см, 112 кВт",2008,,,,,,,,,Транспортні засоби сім’ї,4,Відомості про транспортні засоби
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,45,Сума коштів на рахунках у банках та інших фінансових установах,декларант,,969854,грн,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,47,Номінальна вартість цінних паперів,декларант,,50525,грн,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,49,"Розмір внесків до статутного (складеного) капіталу товариства, підприємства, організації",декларант,,5374750,грн,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,49.1,"Розмір внесків до статутного (складеного) капіталу товариства, підприємства, організації закордоном",декларант,,133550,грн,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,51,Сума коштів на рахунках у банках та інших фінансових установах,сім'я,,1078501,грн,,,,,,,,,,,,,,Фінансові активи сім’ї,5,"Відомості про вклади в банках, цінні папери та інші активи"
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,53,"Розмір внесків до статутного (складеного) капіталу товариства, підприємства, організації",сім'я,,1086000,грн,,,,,,,,,,,,,,Фінансові активи сім’ї,5,"Відомості про вклади в банках, цінні папери та інші активи"
Васюник Ігор Васильович,60,,2013,скан-копія,http://chesno.org/media/declaration/Vasiunyk_VI_2013.pdf,54,Добровільне страхування,декларант,,2015,грн,,,,,,,,,,,,,,Фінансові зобов’язання декларанта,6,Відомості про фінансові забов'язання
Гелевей Олег Іванович,69,,2013,скан-копія,http://chesno.org/media/declaration/Gelevei_OI_2013.pdf,5,Загальна сумма сукупного доходу,декларант,,269726,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Гелевей Олег Іванович,69,,2013,скан-копія,http://chesno.org/media/declaration/Gelevei_OI_2013.pdf,6,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",декларант,,205298,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Гелевей Олег Іванович,69,,2013,скан-копія,http://chesno.org/media/declaration/Gelevei_OI_2013.pdf,10,матеріальна допомога,декларант,,35094,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Гелевей Олег Іванович,69,,2013,скан-копія,http://chesno.org/media/declaration/Gelevei_OI_2013.pdf,15,"страхові виплати, страхові відшкодування, викупні суми та пенсійні виплати, що сплачені декларанту за договором страхування, недержавного пенсійного забезпечення та пенсійного вкладу",декларант,,29334,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Гелевей Олег Іванович,69,,2013,скан-копія,http://chesno.org/media/declaration/Gelevei_OI_2013.pdf,23,Земельні ділянки,декларант,,340,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Гелевей Олег Іванович,69,,2013,скан-копія,http://chesno.org/media/declaration/Gelevei_OI_2013.pdf,24,Житлові будинки,декларант,,27,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Гелевей Олег Іванович,69,,2013,скан-копія,http://chesno.org/media/declaration/Gelevei_OI_2013.pdf,25,Квартири,декларант,,26,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Гелевей Олег Іванович,69,,2013,скан-копія,http://chesno.org/media/declaration/Gelevei_OI_2013.pdf,25,Квартири,декларант,,46,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Гелевей Олег Іванович,69,,2013,скан-копія,http://chesno.org/media/declaration/Gelevei_OI_2013.pdf,35,Автомобілі легкові,декларант,,,,,Volkswagen,Touareg 3.0,"489,8 куб. см, 180 кВт",2012,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Гелевей Олег Іванович,69,,2013,скан-копія,http://chesno.org/media/declaration/Gelevei_OI_2013.pdf,35,Автомобілі легкові,декларант,,,,,KIA,Ceed 2.0,"447 см, 105 кВт",2008,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Гелевей Олег Іванович,69,,2013,скан-копія,http://chesno.org/media/declaration/Gelevei_OI_2013.pdf,39,Інші засоби,декларант,,,,,Причіп ПГМФ,8304,355 см,2007,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Гелевей Олег Іванович,69,,2013,скан-копія,http://chesno.org/media/declaration/Gelevei_OI_2013.pdf,45,Сума коштів на рахунках у банках та інших фінансових установах,декларант,,6555,грн,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Гелевей Олег Іванович,69,,2013,скан-копія,http://chesno.org/media/declaration/Gelevei_OI_2013.pdf,46,вкладених у звітному році,декларант,,5789,грн,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Гелевей Олег Іванович,69,,2013,скан-копія,http://chesno.org/media/declaration/Gelevei_OI_2013.pdf,54,Добровільне страхування,декларант,,40816,грн,,,,,,,,,,,,,,Фінансові зобов’язання декларанта,6,Відомості про фінансові забов'язання
Гелевей Олег Іванович,69,,2013,скан-копія,http://chesno.org/media/declaration/Gelevei_OI_2013.pdf,57,Погашення основної суми позики (кредиту),декларант,,86701,грн,,,,,,,,,,,,,,Фінансові зобов’язання декларанта,6,Відомості про фінансові забов'язання
Гелевей Олег Іванович,69,,2013,скан-копія,http://chesno.org/media/declaration/Gelevei_OI_2013.pdf,58,Погашення суми процентів за позикою (кредитом),декларант,,39000,грн,,,,,,,,,,,,,,Фінансові зобов’язання декларанта,6,Відомості про фінансові забов'язання
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,4,Член сім'ї декларанта,декларант,,,,чоловік,,,,,,,,,,,,ПІБ приховано,Члени сім’ї,1,Загальні відомості
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,4,Член сім'ї декларанта,декларант,,,,донька,,,,,,,,,,,,ПІБ приховано,Члени сім’ї,1,Загальні відомості
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,4,Член сім'ї декларанта,декларант,,,,донька,,,,,,,,,,,,ПІБ приховано,Члени сім’ї,1,Загальні відомості
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,4,Член сім'ї декларанта,декларант,,,,син,,,,,,,,,,,,ПІБ приховано,Члени сім’ї,1,Загальні відомості
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,4,Член сім'ї декларанта,декларант,,,,мати,,,,,,,,,,,,ПІБ приховано,Члени сім’ї,1,Загальні відомості
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,5,Загальна сумма сукупного доходу,декларант,,399981,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,5.1,Загальна сумма сукупного доходу,сім'я,,963287,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,6,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",декларант,,251479,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,9,"дивіденди, проценти",декларант,,45120,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,9.1,"дивіденди, проценти",сім'я,,32800,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
