person,Person_ID,position,declaration_year,source_type,source_link,index,point_title,declarer/family,no_data,numeric_value,unit_of_measures,family_member,transport_mark,transport_model,transport_description,transport_year,purchase_cost,unit_of_measures_purchase,rent_cost,unit_of_measures_rent,foreign_income_country,foreign_income_currency,foreign_currency_number,additional,block,chapter_num,chapter_name
Труханов Геннадій Леонідович,391,,2011,скан-копія,http://chesno.org/media/declaration/OVO_136_Truhanov.pdf,51,Сума коштів на рахунках у банках та інших фінансових установах,сім'я,,5484357,,,,,,,,,,,,,,,Фінансові активи сім’ї,5,"Відомості про вклади в банках, цінні папери та інші активи"
Труханов Геннадій Леонідович,391,,2011,скан-копія,http://chesno.org/media/declaration/OVO_136_Truhanov.pdf,52,Номінальна вартість цінних паперів,сім'я,,6638,,,,,,,,,,,,,,,Фінансові активи сім’ї,5,"Відомості про вклади в банках, цінні папери та інші активи"
Труханов Геннадій Леонідович,391,,2011,скан-копія,http://chesno.org/media/declaration/OVO_136_Truhanov.pdf,53,"Розмір внесків до статутного (складеного) капіталу товариства, підприємства, організації",сім'я,,100,,,,,,,,,,,,,,,Фінансові активи сім’ї,5,"Відомості про вклади в банках, цінні папери та інші активи"
Труханов Геннадій Леонідович,391,,2011,скан-копія,http://chesno.org/media/declaration/OVO_136_Truhanov.pdf,59,Інші не зазначені у розділах ІІІ–V витрати,декларант,,5300,,,,,,,,,,,,,,,Фінансові зобов’язання декларанта,6,Відомості про фінансові забов'язання
Труханов Геннадій Леонідович,391,,2011,скан-копія,http://chesno.org/media/declaration/OVO_136_Truhanov.pdf,6,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",декларант,,10248,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Труханов Геннадій Леонідович,391,,2011,скан-копія,http://chesno.org/media/declaration/OVO_136_Truhanov.pdf,62,Утримання зазначеного у розділах ІІІ–V майна,сім'я,,20098,,,,,,,,,,,,,,,Фінансові зобов’язання сім’ї,6,Відомості про фінансові забов'язання
Труханов Геннадій Леонідович,391,,2011,скан-копія,http://chesno.org/media/declaration/OVO_136_Truhanov.pdf,9,"дивіденди, проценти",декларант,,37936,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Труханов Геннадій Леонідович,391,,2011,скан-копія,http://chesno.org/media/declaration/OVO_136_Truhanov.pdf,9.1,"дивіденди, проценти",сім'я,,402690,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Труханов Геннадій Леонідович,391,,2011,скан-копія,http://chesno.org/media/declaration/OVO_136_Truhanov.pdf,4,Член сім'ї декларанта,декларант,,,,"донька, Труханова А.Г.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Труханов Геннадій Леонідович,391,,2011,скан-копія,http://chesno.org/media/declaration/OVO_136_Truhanov.pdf,4,Член сім'ї декларанта,декларант,,,,"мати, Труханова М.Д.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Турманов Віктор Іванович,392,,2011,скан-копія,http://chesno.org/media/declaration/Turmanov_PR_40.pdf,10,матеріальна допомога,декларант,,34850,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Турманов Віктор Іванович,392,,2011,скан-копія,http://chesno.org/media/declaration/Turmanov_PR_40.pdf,20,інши види доходів,декларант,,188400,грн,,,,,,,,,,,,,пенсія,Доходи декларанта,2,Відомості про доходи
Турманов Віктор Іванович,392,,2011,скан-копія,http://chesno.org/media/declaration/Turmanov_PR_40.pdf,20.1,інши види доходів,сім'я,,26400,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Турманов Віктор Іванович,392,,2011,скан-копія,http://chesno.org/media/declaration/Turmanov_PR_40.pdf,29,Земельні ділянки,сім'я,,600,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Турманов Віктор Іванович,392,,2011,скан-копія,http://chesno.org/media/declaration/Turmanov_PR_40.pdf,32,Садовий (дачний) будинок,сім'я,,248,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Турманов Віктор Іванович,392,,2011,скан-копія,http://chesno.org/media/declaration/Turmanov_PR_40.pdf,35,Автомобілі легкові,декларант,,,,,Lexus,IS 300,"3000 см3, 157 кВт",2008,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Турманов Віктор Іванович,392,,2011,скан-копія,http://chesno.org/media/declaration/Turmanov_PR_40.pdf,5,Загальна сумма сукупного доходу,декларант,,431545,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Турманов Віктор Іванович,392,,2011,скан-копія,http://chesno.org/media/declaration/Turmanov_PR_40.pdf,5.1,Загальна сумма сукупного доходу,сім'я,,110390,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Турманов Віктор Іванович,392,,2011,скан-копія,http://chesno.org/media/declaration/Turmanov_PR_40.pdf,6,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",декларант,,208295,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Турманов Віктор Іванович,392,,2011,скан-копія,http://chesno.org/media/declaration/Turmanov_PR_40.pdf,6.1,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",сім'я,,83990,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Турманов Віктор Іванович,392,,2011,скан-копія,http://chesno.org/media/declaration/Turmanov_PR_40.pdf,4,Член сім'ї декларанта,декларант,,,,"дружина, Турманова Т.Т.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Турчинов Олександр Валентинович,393,,2011,скан-копія,http://chesno.org/media/declaration/Turchynov_VOB_4.pdf,31,Квартири,сім'я,,91.7,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Турчинов Олександр Валентинович,393,,2011,скан-копія,http://chesno.org/media/declaration/Turchynov_VOB_4.pdf,31,Квартири,сім'я,,381.8,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Турчинов Олександр Валентинович,393,,2011,скан-копія,http://chesno.org/media/declaration/Turchynov_VOB_4.pdf,34,Інше нерухоме майно,сім'я,,18.1,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Турчинов Олександр Валентинович,393,,2011,скан-копія,http://chesno.org/media/declaration/Turchynov_VOB_4.pdf,34,Інше нерухоме майно,сім'я,,19.7,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Турчинов Олександр Валентинович,393,,2011,скан-копія,http://chesno.org/media/declaration/Turchynov_VOB_4.pdf,45,Сума коштів на рахунках у банках та інших фінансових установах,декларант,,11232235,,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Турчинов Олександр Валентинович,393,,2011,скан-копія,http://chesno.org/media/declaration/Turchynov_VOB_4.pdf,5,Загальна сумма сукупного доходу,декларант,,1079658,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Турчинов Олександр Валентинович,393,,2011,скан-копія,http://chesno.org/media/declaration/Turchynov_VOB_4.pdf,5.1,Загальна сумма сукупного доходу,сім'я,,82312,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Турчинов Олександр Валентинович,393,,2011,скан-копія,http://chesno.org/media/declaration/Turchynov_VOB_4.pdf,51,Сума коштів на рахунках у банках та інших фінансових установах,сім'я,,530942,,,,,,,,,,,,,,,Фінансові активи сім’ї,5,"Відомості про вклади в банках, цінні папери та інші активи"
Турчинов Олександр Валентинович,393,,2011,скан-копія,http://chesno.org/media/declaration/Turchynov_VOB_4.pdf,53,"Розмір внесків до статутного (складеного) капіталу товариства, підприємства, організації",сім'я,,3200000,,,,,,,,,,,,,,,Фінансові активи сім’ї,5,"Відомості про вклади в банках, цінні папери та інші активи"
Турчинов Олександр Валентинович,393,,2011,скан-копія,http://chesno.org/media/declaration/Turchynov_VOB_4.pdf,6,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",декларант,,144000,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Турчинов Олександр Валентинович,393,,2011,скан-копія,http://chesno.org/media/declaration/Turchynov_VOB_4.pdf,6.1,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",сім'я,,50060,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Турчинов Олександр Валентинович,393,,2011,скан-копія,http://chesno.org/media/declaration/Turchynov_VOB_4.pdf,9,"дивіденди, проценти",декларант,,935658,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Турчинов Олександр Валентинович,393,,2011,скан-копія,http://chesno.org/media/declaration/Turchynov_VOB_4.pdf,9.1,"дивіденди, проценти",сім'я,,32252,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Турчинов Олександр Валентинович,393,,2011,скан-копія,http://chesno.org/media/declaration/Turchynov_VOB_4.pdf,4,Член сім'ї декларанта,декларант,,,,"дружина, Турчинова Г.В.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Турчинов Олександр Валентинович,393,,2011,скан-копія,http://chesno.org/media/declaration/Turchynov_VOB_4.pdf,4,Член сім'ї декларанта,декларант,,,,"син, Турчинов К.О.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Тягнибок Андрій Ярославович,394,,2011,скан-копія,http://chesno.org/media/declaration/OVO_125_TiahnybokAYa.pdf,15.1,"страхові виплати, страхові відшкодування, викупні суми та пенсійні виплати, що сплачені декларанту за договором страхування, недержавного пенсійного забезпечення та пенсійного вкладу",сім'я,,9202,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Тягнибок Андрій Ярославович,394,,2011,скан-копія,http://chesno.org/media/declaration/OVO_125_TiahnybokAYa.pdf,17,дохід від провадження підприємницької та незалежної професійної діяльності,декларант,,80000,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Тягнибок Андрій Ярославович,394,,2011,скан-копія,http://chesno.org/media/declaration/OVO_125_TiahnybokAYa.pdf,25,Квартири,декларант,,14.5,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Тягнибок Андрій Ярославович,394,,2011,скан-копія,http://chesno.org/media/declaration/OVO_125_TiahnybokAYa.pdf,25,Квартири,декларант,,59.2,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Тягнибок Андрій Ярославович,394,,2011,скан-копія,http://chesno.org/media/declaration/OVO_125_TiahnybokAYa.pdf,29,Земельні ділянки,сім'я,,2500,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Тягнибок Андрій Ярославович,394,,2011,скан-копія,http://chesno.org/media/declaration/OVO_125_TiahnybokAYa.pdf,29,Земельні ділянки,сім'я,,4784,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Тягнибок Андрій Ярославович,394,,2011,скан-копія,http://chesno.org/media/declaration/OVO_125_TiahnybokAYa.pdf,30,Житлові будинки,сім'я,,8.32,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Тягнибок Андрій Ярославович,394,,2011,скан-копія,http://chesno.org/media/declaration/OVO_125_TiahnybokAYa.pdf,30,Житлові будинки,сім'я,,50.7,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Тягнибок Андрій Ярославович,394,,2011,скан-копія,http://chesno.org/media/declaration/OVO_125_TiahnybokAYa.pdf,30,Житлові будинки,сім'я,,156.3,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Тягнибок Андрій Ярославович,394,,2011,скан-копія,http://chesno.org/media/declaration/OVO_125_TiahnybokAYa.pdf,35,Автомобілі легкові,декларант,,,,,ВАЗ,21099,"1500 см3, 74 кВт, 400.6 см",1993,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Тягнибок Андрій Ярославович,394,,2011,скан-копія,http://chesno.org/media/declaration/OVO_125_TiahnybokAYa.pdf,49,"Розмір внесків до статутного (складеного) капіталу товариства, підприємства, організації",декларант,,684000,,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Тягнибок Андрій Ярославович,394,,2011,скан-копія,http://chesno.org/media/declaration/OVO_125_TiahnybokAYa.pdf,5,Загальна сумма сукупного доходу,декларант,,97947.38,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Тягнибок Андрій Ярославович,394,,2011,скан-копія,http://chesno.org/media/declaration/OVO_125_TiahnybokAYa.pdf,5.1,Загальна сумма сукупного доходу,сім'я,,9202,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Тягнибок Андрій Ярославович,394,,2011,скан-копія,http://chesno.org/media/declaration/OVO_125_TiahnybokAYa.pdf,50,внесених у звітному році,декларант,,684000,,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Тягнибок Андрій Ярославович,394,,2011,скан-копія,http://chesno.org/media/declaration/OVO_125_TiahnybokAYa.pdf,6,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",декларант,,17947.38,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Тягнибок Андрій Ярославович,394,,2011,скан-копія,http://chesno.org/media/declaration/OVO_125_TiahnybokAYa.pdf,4,Член сім'ї декларанта,декларант,,,,"донька дружини, Сидорук Є.С.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Тягнибок Андрій Ярославович,394,,2011,скан-копія,http://chesno.org/media/declaration/OVO_125_TiahnybokAYa.pdf,4,Член сім'ї декларанта,декларант,,,,"донька, Тягнибок Т.А.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Тягнибок Андрій Ярославович,394,,2011,скан-копія,http://chesno.org/media/declaration/OVO_125_TiahnybokAYa.pdf,4,Член сім'ї декларанта,декларант,,,,"дружина, Тягнибок Ю.Є.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Тягнибок Олег Ярославович,395,,2011,скан-копія,http://chesno.org/media/declaration/Tiagnybok_VOS_1.pdf,25,Квартири,декларант,,96.9,кв.м,,,,,,,,,,,,,одна п'ята частина,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Тягнибок Олег Ярославович,395,,2011,скан-копія,http://chesno.org/media/declaration/Tiagnybok_VOS_1.pdf,25,Квартири,декларант,,116,кв.м,,,,,,,,,,,,,одна восьма частина,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Тягнибок Олег Ярославович,395,,2011,скан-копія,http://chesno.org/media/declaration/Tiagnybok_VOS_1.pdf,31,Квартири,сім'я,,96.9,кв.м,,,,,,,,,,,,,чотири п'ятих частини,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Тягнибок Олег Ярославович,395,,2011,скан-копія,http://chesno.org/media/declaration/Tiagnybok_VOS_1.pdf,31,Квартири,сім'я,,116,кв.м,,,,,,,,,,,,,п'ять восьмих частин,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Тягнибок Олег Ярославович,395,,2011,скан-копія,http://chesno.org/media/declaration/Tiagnybok_VOS_1.pdf,35,Автомобілі легкові,декларант,,,,,Toyota,Sequoia 5.7,"5664 см3, 284 кВт, 521 см",2008,,,,,,,,безоплатне користування,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Тягнибок Олег Ярославович,395,,2011,скан-копія,http://chesno.org/media/declaration/Tiagnybok_VOS_1.pdf,40,Автомобілі легкові,сім'я,,,,,Toyota,RAV4,"1998 см3, 112 кВт, 439.5 см",2009,,,,,,,,безоплатне користування,Транспортні засоби сім’ї,4,Відомості про транспортні засоби
Тягнибок Олег Ярославович,395,,2011,скан-копія,http://chesno.org/media/declaration/Tiagnybok_VOS_1.pdf,45,Сума коштів на рахунках у банках та інших фінансових установах,декларант,,258320,,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Тягнибок Олег Ярославович,395,,2011,скан-копія,http://chesno.org/media/declaration/Tiagnybok_VOS_1.pdf,46,вкладених у звітному році,декларант,,39950,,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Тягнибок Олег Ярославович,395,,2011,скан-копія,http://chesno.org/media/declaration/Tiagnybok_VOS_1.pdf,5,Загальна сумма сукупного доходу,декларант,,197440,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Тягнибок Олег Ярославович,395,,2011,скан-копія,http://chesno.org/media/declaration/Tiagnybok_VOS_1.pdf,5.1,Загальна сумма сукупного доходу,сім'я,,46564,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Тягнибок Олег Ярославович,395,,2011,скан-копія,http://chesno.org/media/declaration/Tiagnybok_VOS_1.pdf,51,Сума коштів на рахунках у банках та інших фінансових установах,сім'я,,39946,,,,,,,,,,,,,,,Фінансові активи сім’ї,5,"Відомості про вклади в банках, цінні папери та інші активи"
Тягнибок Олег Ярославович,395,,2011,скан-копія,http://chesno.org/media/declaration/Tiagnybok_VOS_1.pdf,6,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",декларант,,195007,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Тягнибок Олег Ярославович,395,,2011,скан-копія,http://chesno.org/media/declaration/Tiagnybok_VOS_1.pdf,6.1,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",сім'я,,46101,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Тягнибок Олег Ярославович,395,,2011,скан-копія,http://chesno.org/media/declaration/Tiagnybok_VOS_1.pdf,9,"дивіденди, проценти",декларант,,2433,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Тягнибок Олег Ярославович,395,,2011,скан-копія,http://chesno.org/media/declaration/Tiagnybok_VOS_1.pdf,9.1,"дивіденди, проценти",сім'я,,464,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Тягнибок Олег Ярославович,395,,2011,скан-копія,http://chesno.org/media/declaration/Tiagnybok_VOS_1.pdf,4,Член сім'ї декларанта,декларант,,,,"донька, Тягнибок Д.-Б.О.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Тягнибок Олег Ярославович,395,,2011,скан-копія,http://chesno.org/media/declaration/Tiagnybok_VOS_1.pdf,4,Член сім'ї декларанта,декларант,,,,"донька, Тягнибок Я.-М.О.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Тягнибок Олег Ярославович,395,,2011,скан-копія,http://chesno.org/media/declaration/Tiagnybok_VOS_1.pdf,4,Член сім'ї декларанта,декларант,,,,"дружина, Тягнибок О.З.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Тягнибок Олег Ярославович,395,,2011,скан-копія,http://chesno.org/media/declaration/Tiagnybok_VOS_1.pdf,4,Член сім'ї декларанта,декларант,,,,"син, Тягнибок Г.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Фабрикант Світлана Самуілівна,396,,2011,скан-копія,http://chesno.org/media/declaration/Fabrykant_PR_25.pdf,23,Земельні ділянки,декларант,,613,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Фабрикант Світлана Самуілівна,396,,2011,скан-копія,http://chesno.org/media/declaration/Fabrykant_PR_25.pdf,25,Квартири,декларант,,184.9,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Фабрикант Світлана Самуілівна,396,,2011,скан-копія,http://chesno.org/media/declaration/Fabrykant_PR_25.pdf,26,Садовий (дачний) будинок,декларант,,327.6,кв.м,,,,,,,,,,,,,одна друга частина,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Фабрикант Світлана Самуілівна,396,,2011,скан-копія,http://chesno.org/media/declaration/Fabrykant_PR_25.pdf,29,Земельні ділянки,сім'я,,482,кв.м,,,,,,,,,,,,,одна друга частина,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Фабрикант Світлана Самуілівна,396,,2011,скан-копія,http://chesno.org/media/declaration/Fabrykant_PR_25.pdf,31,Квартири,сім'я,,40.9,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Фабрикант Світлана Самуілівна,396,,2011,скан-копія,http://chesno.org/media/declaration/Fabrykant_PR_25.pdf,32,Садовий (дачний) будинок,сім'я,,327.6,кв.м,,,,,,,,,,,,,одна друга частина,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Фабрикант Світлана Самуілівна,396,,2011,скан-копія,http://chesno.org/media/declaration/Fabrykant_PR_25.pdf,40,Автомобілі легкові,сім'я,,,,,Mercedes-Benz,ML320,2987 см3,2007,,,,,,,,,Транспортні засоби сім’ї,4,Відомості про транспортні засоби
Фабрикант Світлана Самуілівна,396,,2011,скан-копія,http://chesno.org/media/declaration/Fabrykant_PR_25.pdf,45,Сума коштів на рахунках у банках та інших фінансових установах,декларант,,273000,,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Фабрикант Світлана Самуілівна,396,,2011,скан-копія,http://chesno.org/media/declaration/Fabrykant_PR_25.pdf,49,"Розмір внесків до статутного (складеного) капіталу товариства, підприємства, організації",декларант,,9250,,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Фабрикант Світлана Самуілівна,396,,2011,скан-копія,http://chesno.org/media/declaration/Fabrykant_PR_25.pdf,5,Загальна сумма сукупного доходу,декларант,,31908,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Фабрикант Світлана Самуілівна,396,,2011,скан-копія,http://chesno.org/media/declaration/Fabrykant_PR_25.pdf,5.1,Загальна сумма сукупного доходу,сім'я,,179600,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Фабрикант Світлана Самуілівна,396,,2011,скан-копія,http://chesno.org/media/declaration/Fabrykant_PR_25.pdf,51,Сума коштів на рахунках у банках та інших фінансових установах,сім'я,,4475000,,,,,,,,,,,,,,,Фінансові активи сім’ї,5,"Відомості про вклади в банках, цінні папери та інші активи"
Фабрикант Світлана Самуілівна,396,,2011,скан-копія,http://chesno.org/media/declaration/Fabrykant_PR_25.pdf,53,"Розмір внесків до статутного (складеного) капіталу товариства, підприємства, організації",сім'я,,9775,,,,,,,,,,,,,,,Фінансові активи сім’ї,5,"Відомості про вклади в банках, цінні папери та інші активи"
Фабрикант Світлана Самуілівна,396,,2011,скан-копія,http://chesno.org/media/declaration/Fabrykant_PR_25.pdf,6,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",декларант,,31908,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Фабрикант Світлана Самуілівна,396,,2011,скан-копія,http://chesno.org/media/declaration/Fabrykant_PR_25.pdf,6.1,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",сім'я,,27500,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Фабрикант Світлана Самуілівна,396,,2011,скан-копія,http://chesno.org/media/declaration/Fabrykant_PR_25.pdf,9.1,"дивіденди, проценти",сім'я,,152100,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Фабрикант Світлана Самуілівна,396,,2011,скан-копія,http://chesno.org/media/declaration/Fabrykant_PR_25.pdf,4,Член сім'ї декларанта,декларант,,,,"донька, Фабрикант М.В.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Фабрикант Світлана Самуілівна,396,,2011,скан-копія,http://chesno.org/media/declaration/Fabrykant_PR_25.pdf,4,Член сім'ї декларанта,декларант,,,,"син, Зубов Д.Д.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Фабрикант Світлана Самуілівна,396,,2011,скан-копія,http://chesno.org/media/declaration/Fabrykant_PR_25.pdf,4,Член сім'ї декларанта,декларант,,,,"чоловік, Зубов Д.Е.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Фаєрмарк Сергій Олександрович,397,,2011,скан-копія,http://chesno.org/media/declaration/Faiermark_VOB_39.pdf,25,Квартири,декларант,,168.3,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Фаєрмарк Сергій Олександрович,397,,2011,скан-копія,http://chesno.org/media/declaration/Faiermark_VOB_39.pdf,31,Квартири,сім'я,,62.3,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Фаєрмарк Сергій Олександрович,397,,2011,скан-копія,http://chesno.org/media/declaration/Faiermark_VOB_39.pdf,40,Автомобілі легкові,сім'я,,,,,Toyota,RAV4,"2000 см3, 111.76 кВт, 431 см",2009,,,,,,,,,Транспортні засоби сім’ї,4,Відомості про транспортні засоби
Фаєрмарк Сергій Олександрович,397,,2011,скан-копія,http://chesno.org/media/declaration/Faiermark_VOB_39.pdf,45,Сума коштів на рахунках у банках та інших фінансових установах,декларант,,7278,,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Фаєрмарк Сергій Олександрович,397,,2011,скан-копія,http://chesno.org/media/declaration/Faiermark_VOB_39.pdf,47,Номінальна вартість цінних паперів,декларант,,652018,,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Фаєрмарк Сергій Олександрович,397,,2011,скан-копія,http://chesno.org/media/declaration/Faiermark_VOB_39.pdf,5,Загальна сумма сукупного доходу,декларант,,248233,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Фаєрмарк Сергій Олександрович,397,,2011,скан-копія,http://chesno.org/media/declaration/Faiermark_VOB_39.pdf,5.1,Загальна сумма сукупного доходу,сім'я,,53780,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Фаєрмарк Сергій Олександрович,397,,2011,скан-копія,http://chesno.org/media/declaration/Faiermark_VOB_39.pdf,51,Сума коштів на рахунках у банках та інших фінансових установах,сім'я,,1730,,,,,,,,,,,,,,,Фінансові активи сім’ї,5,"Відомості про вклади в банках, цінні папери та інші активи"
Фаєрмарк Сергій Олександрович,397,,2011,скан-копія,http://chesno.org/media/declaration/Faiermark_VOB_39.pdf,6,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",декларант,,248233,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
